day,hour,occupancy,temperature,humidity,light_level,ac,lights,energy
7,14,24,28.972236678184352,59.44290611709204,491,1,1,3.927035085092146
7,15,27,30.21139739192858,67.77461338318301,364,1,1,4.002819949714368
7,16,28,33.12692012860363,59.79957431313498,363,1,1,4.334939981314988
7,17,5,30.960949281314914,62.243243370260025,413,0,1,1.338190247449829
7,18,11,33.31745826473434,50.627655625702445,476,1,1,3.346864760905378
8,8,3,27.975991074963172,62.46070516968331,400,0,1,1.1008821061248384
8,9,6,29.24671735298857,54.44418093627951,528,1,1,3.038812697084306
8,10,25,28.7924345839587,58.370134295092555,466,1,1,4.538097768913141
8,11,30,27.81552071496925,58.50849388418146,349,1,1,4.259343930656718
8,12,38,28.080357975637433,58.998975521344654,393,1,1,5.003708149700151
8,13,14,29.602861162704194,55.97631657462252,302,1,1,3.5936179725578237
8,14,22,30.542518263896422,61.622591581872776,580,1,1,4.151293987450233
8,15,21,30.03510888047249,60.4136521790024,479,1,1,3.886744985666308
8,16,29,29.439585236943305,64.43100983064687,443,1,1,4.214944523102899
8,17,6,28.12751911157818,60.39504507122028,385,1,1,2.8827873487754014
8,18,5,28.68880433843517,61.44941405768563,550,0,1,1.321916256547678
9,8,5,29.789755831155162,55.22804935713503,524,0,1,1.3966361348397007
9,9,12,30.31303432542433,56.0414001067221,375,1,1,3.2242034718324337
9,10,27,27.53869782678848,52.54012837270575,375,1,1,4.198407784050714
9,11,25,27.459153584671515,54.478891057264335,440,1,1,4.164235776194639
9,12,36,30.03521598756667,57.99389764057082,366,1,1,4.610447899677832
9,13,20,30.775256459537697,59.15964605397235,396,1,1,3.842776298697448
9,14,13,28.547279836208602,55.164444726995164,250,1,1,3.63006173226201
9,15,35,32.62413168536572,61.83454708548487,579,1,1,4.581424529394854
9,16,35,29.98507511192438,56.99697659375207,405,1,1,4.401915618849062
9,17,5,29.763254706875813,49.380521378450965,427,0,1,1.271136746747886
9,18,13,27.93094022440367,61.81238229402651,461,1,1,3.2228137734275646
10,8,14,28.819489503745128,53.39883396489679,561,1,1,3.7747188148781534
10,9,3,26.252403848735263,60.94792460080294,538,0,1,1.3138022553470412
10,10,39,30.690651889838716,61.47738762211592,312,1,1,4.585398119715001
10,11,33,28.528190232121073,66.1890815598673,348,1,1,4.482802463841422
10,12,29,28.273436462046046,67.58116661466948,414,1,1,4.296868772164692
10,13,19,28.624901792781134,63.114249661737496,327,1,1,3.651520657279677
10,14,22,28.43137965612819,53.15704942229071,537,1,1,3.98032377149628
10,15,21,28.65816038162643,58.480677822845365,403,1,1,3.3282746179545164
10,16,22,29.79760540707573,65.89648592031914,303,1,1,3.9101277722115158
10,17,13,32.039869769828115,60.83044066254075,562,1,1,3.3655112082809455
10,18,8,34.60888668681634,63.226879747925736,315,1,1,3.4052947336298525
11,8,12,27.14952450984223,58.288456806878,501,1,1,3.408110631139073
11,9,3,28.46052673411622,54.083707436671126,557,0,1,1.024115173335985
11,10,33,30.65353557814404,60.37047390209887,279,1,1,4.597232106509512
11,11,29,29.196050835595898,59.0266486906126,579,1,1,4.462950946631562
11,12,25,28.57792234017337,51.67653401902496,283,1,1,3.8215258694292356
11,13,23,31.10887281086388,53.47765249747573,360,1,1,4.050450882324506
11,14,18,33.11296280376949,54.4907260000912,257,1,1,3.7840338566456073
11,15,28,28.53180761508575,59.686604513634144,342,1,1,4.343271348075186
11,16,35,29.529974793963998,57.621643260156986,526,1,1,4.470461357244135
11,17,14,29.310690751606483,60.254212845680776,382,1,1,3.4267039871917886
11,18,10,31.979050933568125,58.564299512883075,327,1,1,3.1172265538070123
12,8,11,26.05951246209604,62.5729449534527,488,0,1,1.590695260886374
12,9,9,27.931507925463755,58.89515200233389,506,1,1,3.2772260466440963
12,10,28,27.237152309498466,57.26360081831239,463,1,1,4.015791897131456
12,11,38,26.427213406702172,66.83437133722262,465,0,1,1.642062104383951
12,12,35,29.191151610002134,64.25701046189414,360,1,1,4.40180962313052
12,13,16,33.918321212682855,65.59787455717289,523,1,1,3.828568111529072
12,14,24,25.91487941470478,61.46833011804733,277,0,1,1.4666845264816701
12,15,29,31.68439967192712,61.11668079348178,335,1,1,4.134016254432076
12,16,20,29.673816132240695,58.25108119521574,316,1,1,3.483395071827473
12,17,10,29.189038820772353,59.98352039836323,360,1,1,3.3602340852189
12,18,9,33.27042351558078,54.81376922836772,350,1,1,3.2214491982874587
13,8,7,28.138995911141045,64.19873718948857,564,1,1,3.1541536397424323
13,9,2,28.291048217805734,58.96880520522067,599,0,1,0.9783074373284164
13,10,35,28.66094949375435,64.53935973621213,324,1,1,4.5855986577139625
13,11,25,29.110366104707943,68.97582278319481,311,1,1,4.0388238530203235
13,12,33,29.428970249282425,68.91556417687528,275,1,1,4.589951821058253
13,13,15,28.157397626408272,63.202910034745756,389,1,1,3.427782380801456
13,14,24,31.081239508551086,63.821021940009544,287,1,1,3.8291287407115178
13,15,23,30.301613998554892,64.4096495519162,427,1,1,3.697269179154839
13,16,27,29.297046981655424,63.8012554731768,350,1,1,4.508481740832749
13,17,4,29.593378282802433,62.8853606359027,567,0,1,1.3095431920935512
13,18,13,31.05459392658556,60.44696959572825,325,1,1,3.550215142763507
14,8,7,27.516188510756486,62.65958446109423,565,1,1,3.254452668997873
14,9,4,28.691678213567446,57.895077595898684,327,0,1,1.0087840172489186
14,10,37,28.941167637010142,68.5464624736481,577,1,1,4.773735027919311
14,11,31,29.52879972852116,61.47775225489576,374,1,1,4.5077389561007495
14,12,39,27.734682556631792,50.69545059572677,558,1,1,4.8995410102417605
14,13,17,29.663022716101697,52.34760628406374,447,1,1,3.674779157018087
14,14,17,30.453405011704465,55.590605524779676,360,1,1,3.7268907458564335
14,15,32,32.45873728900653,59.83834874537443,406,1,1,4.3310958650689635
14,16,24,28.92523344580281,57.51570483663689,445,1,1,4.05817673222957
14,17,7,30.422361522942047,69.20471534968604,579,1,1,3.3056309916386852
14,18,5,30.03497540171788,71.2859914054657,264,0,1,1.2099542836105615
15,8,14,26.27207082784327,74.88098464077487,573,0,1,1.5845775478073043
15,9,4,29.560336171280188,62.067174516118506,548,0,1,1.62151937188371
15,10,35,26.812421895729422,57.43542812514292,579,0,1,1.4733321687761471
15,11,31,27.679607619209136,63.27182828177029,467,1,1,4.341662299363431
15,12,37,30.301773554994774,55.31742991251632,420,1,1,4.666409219190735
15,13,13,30.38864993584804,66.02485323650374,536,1,1,3.550863752834264
15,14,19,28.658871673433786,57.52305378534376,431,1,1,3.678986071094925
15,15,25,31.32782452704283,72.69345550868744,398,1,1,4.1285929000661685
15,16,34,29.962988152131516,57.8655946502629,562,1,1,4.62783697335454
15,17,12,27.018893939032804,59.6726132312127,596,1,1,3.5211126041624206
15,18,2,30.13478016127207,60.41327979722516,500,0,1,1.2831385403871085
16,8,8,27.390914645378494,65.19413072555965,399,1,1,3.095267595752697
16,9,11,27.696666964167754,54.46737045629165,312,1,1,3.3501048676335765
16,10,25,28.63738397143005,55.64567676176836,460,1,1,3.808205823052487
16,11,38,27.839506989679645,57.26570529379804,535,1,1,4.745465849915087
16,12,25,30.74975124488766,58.72511391289572,443,1,1,4.275598948287403
16,13,15,26.182435017621586,53.79679961156214,415,0,1,1.3965201865083887
16,14,17,29.957444393182175,52.96244152641089,411,1,1,3.5333274968613693
16,15,31,31.733305019311903,49.12838217956676,572,1,1,4.458250809606485
16,16,32,28.506422343174155,51.45748360215746,478,1,1,4.551551750441237
16,17,4,30.714823178746283,64.89146491058129,513,0,1,1.30395119027628
16,18,9,30.237768788675606,51.53366912645105,256,1,1,3.1149200672219286
17,8,11,25.2953312418974,68.82343467131359,251,0,1,1.4440892113701853
17,9,12,29.221970651092875,56.4782815472862,368,1,1,3.1887308055454664
17,10,36,27.686704183753474,65.07843472531742,505,1,1,4.2877105888174425
17,11,36,31.244684552435057,58.22483836176638,407,1,1,4.6386209851874
17,12,32,28.970165405763815,61.66821765725299,473,1,1,4.345458168167922
17,13,23,29.2145815644184,64.34870220114206,530,1,1,4.108568740003446
17,14,16,30.526084714580488,53.99915001799195,253,1,1,3.765453790016668
17,15,25,31.627138061697096,51.85203507011836,266,1,1,4.132779548296425
17,16,24,31.743733455988465,62.362987412065216,336,1,1,3.8651800137636303
17,17,12,29.13554915376504,68.10266722582938,558,1,1,3.635574195289171
17,18,8,32.57926727348618,61.28569065046985,439,1,1,3.106277213345648
18,8,13,27.83913657531625,60.736039146848015,278,1,1,3.416618779174329
18,9,6,27.762491144944438,66.03796085215131,413,1,1,2.9536190120534003
18,10,27,29.980462694911758,59.36152074694614,401,1,1,4.233271793306669
18,11,30,28.625287052260134,54.40442535986646,499,1,1,4.213654326064334
18,12,38,29.183014721968043,57.59938705101853,322,1,1,5.044770329260225
18,13,18,27.731130996714352,51.097216583947585,310,1,1,3.6059549413318344
18,14,16,32.3186728369954,64.92861358411781,554,1,1,3.5108303177792672
18,15,32,30.89560582083203,65.0507073021431,552,1,1,4.50374310214263
18,16,20,32.129222682659666,66.43134306702301,447,1,1,3.9593314776370567
18,17,9,30.39475143281203,51.69519533242004,392,1,1,3.207502702625108
18,18,11,30.98308090175451,64.0924236731927,519,1,1,3.3700771481369003
19,8,6,26.571103409667796,63.0785437458227,577,0,1,1.5293604156302716
19,9,8,27.979376339436513,66.78316691091727,352,1,1,2.793126426222804
19,10,25,26.488896522570013,67.07020230501384,357,0,1,1.3936272688659292
19,11,31,30.61689024385725,67.22086539274484,253,1,1,4.064323189220224
19,12,37,30.845241970185718,64.18030525579762,410,1,1,4.690057539880389
19,13,23,30.634446193435156,54.529479497507765,283,1,1,3.5942576502851757
19,14,23,30.561355774113856,59.14043314464121,288,1,1,4.339655696485157
19,15,31,28.92444358389496,51.590898374333854,314,1,1,4.086210150000878
19,16,33,30.186703966015433,59.32663622958701,407,1,1,4.518184522344948
19,17,6,31.61605740597374,59.82657556306609,554,1,1,3.1351322098804784
19,18,10,29.19413288048425,63.413116182285734,542,1,1,3.4476483597714878
20,8,9,27.479016733661737,71.54861377703094,402,1,1,3.150415462968
20,9,8,28.349678312319586,62.462256320040744,492,1,1,2.9645059493513988
20,10,26,28.51094444611035,57.92066329294108,508,1,1,4.084392536480054
20,11,32,27.956046430510295,59.15942552187353,296,1,1,4.414481789530817
20,12,28,26.750244633014685,67.10252123994927,311,0,1,1.4943880559375786
20,13,10,29.815427884302828,58.11723674488867,518,1,1,3.3304384531276954
20,14,18,27.326383827504152,48.77166400503082,372,1,1,3.5682443219360818
20,15,31,28.993058332097405,59.84524676034033,475,1,1,4.392879808608735
20,16,27,30.701685184980537,60.62577348531444,475,1,1,4.184446776540697
20,17,9,30.14681491669296,60.51064460435517,286,1,1,3.354214154626981
20,18,6,29.208759806248857,60.21635847372145,364,1,1,3.2545710130653744
21,8,11,30.597504850996213,64.10241219135612,289,1,1,3.1040905598503916
21,9,7,28.79382282897131,65.50828356998184,341,1,1,3.159542663992526
21,10,25,28.000643701757813,58.65681970806349,518,1,1,4.125362494828054
21,11,34,29.986168897576107,61.58902584600942,437,1,1,4.4055725177926375
21,12,31,30.56030889233549,59.52623313210799,409,1,1,4.530976344976253
21,13,24,28.074596493519145,55.94612040053507,473,1,1,4.129339453719532
21,14,22,29.886648602029858,60.23218274078074,266,1,1,3.8575336498147115
21,15,35,28.576958988188856,67.47566872758706,575,1,1,4.582044563664277
21,16,22,30.574075525566133,67.88726639881737,473,1,1,3.8473288959268737
21,17,6,32.16108264250807,57.76783192724736,468,1,1,3.129113498934746
21,18,2,31.92785392704905,64.88449539018534,442,0,1,1.2320177867217985
22,8,12,30.66620688268818,61.83551133394034,256,1,1,3.321129191903057
22,9,14,30.44828604385151,59.67124869463506,307,1,1,3.6017449116788067
22,10,27,28.327955703928733,53.850653108795925,534,1,1,4.12333895177689
22,11,37,29.951128577912453,57.526483155411086,424,1,1,4.818277978414027
22,12,35,30.96581573703832,50.76613782764299,307,1,1,4.464999588123485
22,13,21,30.713249757745743,64.30048192071534,412,1,1,3.861130932070023
22,14,21,29.255896095904472,54.18389729954798,276,1,1,4.234608692395051
22,15,27,29.271619821127178,57.5911336850758,342,1,1,4.256157331187444
22,16,33,31.283810120435113,58.14895288593375,598,1,1,4.453496140132881
22,17,13,32.3738026512313,62.45702283509749,402,1,1,3.2360811700996055
22,18,10,31.709247635917183,59.79921024677828,568,1,1,3.085383734682293
23,8,7,25.41289302875557,62.82350531268078,593,0,1,1.4144688400997838
23,9,2,28.03871309960599,57.73846840375462,344,0,1,0.9564181010056565
23,10,30,29.935282283698488,54.53185526968302,538,1,1,4.440977215529453
23,11,33,29.9690203170069,59.98198730454716,335,1,1,4.276245296621119
23,12,36,29.787333167995925,68.90812545212684,491,1,1,4.631257421192133
23,13,10,26.237397697363566,57.6444591384865,352,0,1,1.5612686412825934
23,14,11,30.978954304561633,62.762620426291925,355,1,1,3.5599033154879005
23,15,25,31.286950524369153,68.5084810426673,472,1,1,4.257471750130841
23,16,35,30.757939851137746,59.140341548177396,577,1,1,4.684278983004161
23,17,12,31.452757702522955,70.57877860958328,457,1,1,3.3692118055578875
23,18,5,32.827217644210265,62.32067330111652,252,0,1,1.6028472452128748
24,8,13,27.10955683370923,56.74290998192776,550,1,1,3.377417124891852
24,9,4,26.552635629694766,57.3535088122689,368,0,1,1.2555509492696502
24,10,36,28.27722390276791,68.63771585050355,399,1,1,4.665448550451106
24,11,29,27.008259169248042,62.82138694013368,284,1,1,4.188153032189771
24,12,39,26.882058535183624,58.71311731288328,599,0,1,1.4397123889183616
24,13,14,30.699318626492932,64.36579274309574,542,1,1,3.3161351505496492
24,14,13,27.403437679685272,75.52433714233361,345,1,1,3.5021103954963495
24,15,28,32.4258915371868,57.7055786856553,477,1,1,3.9550571579187026
24,16,22,29.34084736317721,55.55894622276376,380,1,1,3.695544051217331
24,17,14,32.36949032869618,59.36594251048489,474,1,1,3.5602438258237212
24,18,8,29.77158457837729,53.072074567586554,251,1,1,3.416646737556852
25,8,8,26.744453761951092,59.289807366128066,290,0,1,1.4615400231891646
25,9,9,27.544078501870843,69.05846028059513,480,1,1,3.3827089632631204
25,10,30,26.41238529359593,65.36526079501563,277,0,1,1.7210939687216626
25,11,39,26.83135091135045,68.58382740157194,413,0,1,1.9206417340111062
25,12,37,27.849570141676352,56.199253638710395,259,1,1,4.335726371598002
25,13,23,29.681260838369305,59.18266331648896,513,1,1,3.778223386394693
25,14,20,27.655247348778758,52.43702249580592,356,1,1,3.927061851497755
25,15,24,31.733751372330318,63.536058415061916,561,1,1,4.1455448330890095
25,16,31,30.460862062484757,65.44718354680217,500,1,1,4.3009678830480516
25,17,3,29.67357782830186,58.391884319770185,531,0,1,1.262349245480511
25,18,14,28.943987531829432,63.14624485946793,494,1,1,3.757363401200937
26,8,5,28.957822992553147,64.5816383735124,472,0,1,1.401973271384699
26,9,9,24.948621707822124,74.68876423583887,543,0,1,1.5562274225106276
26,10,34,26.840141109311702,56.33657904371191,590,0,1,1.7158140719937227
26,11,25,27.61881437159534,62.41946158620945,254,1,1,4.03457337552959
26,12,26,28.959808480046505,64.81482764557065,481,1,1,4.146143113317658
26,13,10,30.958288899436976,65.9351515278019,396,1,1,3.4258777301574472
26,14,23,32.32305902724036,65.0257128663901,322,1,1,3.9121429934803325
26,15,24,32.32056690358797,62.2676715075699,573,1,1,4.183478515813999
26,16,23,31.241350115728974,65.23460063825006,331,1,1,4.035492545801207
26,17,14,30.053654744960014,66.8785340665581,580,1,1,3.279638065904569
26,18,8,29.45125755949694,53.60988708281812,565,1,1,2.9534388926617914
27,8,14,25.470909398275943,58.482320072114014,540,0,1,1.6863022740204552
27,9,11,29.614725634013954,60.0139118546079,334,1,1,3.593064446765611
27,10,34,25.9539899488771,60.8548548578411,477,0,1,1.8476409227765778
27,11,30,29.54586368007854,64.27450189810355,270,1,1,4.446911635125109
27,12,31,30.374942699236293,59.20126679817392,366,1,1,4.3120971467998555
27,13,20,29.888126794551304,53.913475720684936,390,1,1,3.7276929807757675
27,14,15,28.899777581315327,57.863376587159145,301,1,1,3.628362791992385
27,15,31,30.210265777994785,50.4394841945757,407,1,1,4.40952579987732
27,16,21,30.674300114306842,59.668047979534315,339,1,1,3.829859784496373
27,17,13,30.261164182854934,60.5268775307298,320,1,1,3.2498961757622693
27,18,9,29.949807240430854,62.64162717105141,285,1,1,3.126606787676635
28,8,7,27.574487116128644,57.105183724029146,296,1,1,3.1595532590477426
28,9,12,31.919072500106715,62.06528266893091,275,1,1,3.474945565168894
28,10,34,26.455436121104235,63.69874969939129,401,0,1,1.6019379978758626
28,11,40,26.272683807930257,61.87535957341389,317,0,1,1.820435242721853
28,12,36,28.159327772765714,65.14419147706406,413,1,1,4.685469071785566
28,13,19,32.634043443702616,53.81089527956442,424,1,1,3.82541988464496
28,14,10,29.059228674914166,59.07356170561146,542,1,1,3.280526895039986
28,15,34,28.849476788813067,56.785008882595605,260,1,1,4.416376232248825
28,16,32,28.145295530631383,63.3349020171908,395,1,1,4.1675703095632235
28,17,4,27.697699400067282,50.129312758320566,490,0,1,1.3984940879044854
28,18,7,32.60610202832733,51.88477053267127,285,1,1,3.2345018193757538
29,8,9,29.496054962921754,68.57850917197194,322,1,1,3.0848831075744974
29,9,10,27.033052062859195,54.88782310227117,565,1,1,3.6119918885535784
29,10,26,27.618629270994973,61.02714298135734,409,1,1,4.254659437098208
29,11,26,28.862814014042655,54.52358273951752,307,1,1,4.209946276889222
29,12,27,26.7506188156956,53.35178348880346,540,0,1,1.5309252157091917
29,13,17,31.89025076332814,55.87515811533757,582,1,1,3.6742159794931553
29,14,22,28.113961417043445,63.14706792443394,457,1,1,3.666598990083947
29,15,26,27.167142901021467,56.322350287051165,385,1,1,4.285413976281565
29,16,23,26.69664091375006,57.50351380214001,528,0,1,1.3661530852991133
29,17,6,30.025387325457796,64.3265845101019,570,1,1,3.2146144117744413
29,18,10,29.827006119426695,61.366881739721336,480,1,1,3.3447078315160765
30,8,13,29.302891323432792,63.54054338344295,391,1,1,3.5935053475191876
30,9,5,26.4941084926466,55.55126949106716,315,0,1,1.1195322389264657
30,10,33,26.61402714173195,50.818973134483514,429,0,1,1.7061986990368816
30,11,38,31.933614744810185,54.34273489673785,560,1,1,4.767351644512841
30,12,39,28.204238565592764,60.40914679273782,540,1,1,4.735166552021329
30,13,23,30.15266150938423,62.99797056640747,263,1,1,3.9237560364956883
30,14,11,28.466382260760735,57.8294491025201,455,1,1,3.268433085016499
30,15,23,30.968407234258816,60.60112816717106,530,1,1,3.6546279071039676
30,16,34,29.872623254385744,72.32438817928842,559,1,1,4.454978957341126
30,17,14,30.930376143008484,59.421889425212726,274,1,1,3.380069161815098
30,18,6,31.327321938238835,60.283249624485535,537,1,1,3.17945391315351
